"vaccine","influenza_season","geographic_level","geographic_name","demographic_level","demographic_name","indicator_label","indicator_category_label","month_week","week_ending","nd_weekly_estimate","ci_half_width_90pct","ci_half_width_95pct","n_weighted","n_unweighted","suppression_flag","data_source"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 3","2025-12-20","13.2258","3.1879","3.7984","N/A","2750","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 3","2025-12-20","20.774","2.8261","3.3672","N/A","2750","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 3","2025-12-20","34.0041","3.0723","3.6606","N/A","2750","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","December Week 4","2025-12-27","32.0917","1.0144","1.2086","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","December Week 4","2025-12-27","32.0917","1.0144","1.2086","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2025-12-27","8.8063","1.7808","2.1218","N/A","1554","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2025-12-27","17.3438","3.054","3.6388","N/A","1554","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 4","2025-12-27","41.7582","4.832","5.7573","N/A","1554","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","January Week 1","2026-01-03","32.1872","1.0144","1.2086","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","January Week 1","2026-01-03","32.1872","1.0144","1.2086","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 1","2026-01-03","15.5149","6.1765","7.3592","N/A","1645","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 1","2026-01-03","19.0994","4.3443","5.1762","N/A","1645","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 1","2026-01-03","33.1984","5.7322","6.8298","N/A","1645","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","January Week 2","2026-01-10","32.7381","1.0837","1.2913","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","January Week 2","2026-01-10","32.7381","1.0837","1.2913","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 2","2026-01-10","11.0173","2.2715","2.7065","N/A","3239","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 2","2026-01-10","22.8176","2.9533","3.5188","N/A","3239","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 2","2026-01-10","33.427","2.9982","3.5723","N/A","3239","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","January Week 3","2026-01-17","33.289","1.0398","1.2389","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","January Week 3","2026-01-17","33.289","1.0398","1.2389","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 3","2026-01-17","9.3381","1.7746","2.1144","N/A","3541","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 3","2026-01-17","21.1164","2.9407","3.5038","N/A","3541","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 3","2026-01-17","36.2566","3.3103","3.9442","N/A","3541","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","January Week 4","2026-01-24","33.289","1.0398","1.2389","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","January Week 4","2026-01-24","33.289","1.0398","1.2389","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 4","2026-01-24","9.7531","1.9878","2.3685","N/A","3067","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 4","2026-01-24","19.6941","2.994","3.5673","N/A","3067","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 4","2026-01-24","37.2638","3.3633","4.0074","N/A","3067","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","January Week 5","2026-01-31","33.289","1.0398","1.2389","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","January Week 5","2026-01-31","33.289","1.0398","1.2389","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 5","2026-01-31","7.9829","1.9183","2.2857","N/A","3429","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 5","2026-01-31","23.0742","3.279","3.9069","N/A","3429","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 5","2026-01-31","35.6538","3.0732","3.6616","N/A","3429","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","February Week 1","2026-02-07","33.289","1.0398","1.2389","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","February Week 1","2026-02-07","33.289","1.0398","1.2389","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 1","2026-02-07","9.2023","1.7689","2.1076","N/A","3258","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 1","2026-02-07","17.4358","2.7452","3.2709","N/A","3258","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 1","2026-02-07","40.0729","3.739","4.455","N/A","3258","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","February Week 2","2026-02-14","33.509","1.0481","1.2488","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","February Week 2","2026-02-14","33.509","1.0481","1.2488","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2026-02-14","9.7438","2.3248","2.77","N/A","3088","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2026-02-14","17.487","2.3814","2.8375","N/A","3088","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 2","2026-02-14","39.2602","3.6187","4.3117","N/A","3088","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","Up-to-date","Yes","February Week 3","2026-02-21","33.5368","1.0485","1.2493","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Received vaccine","February Week 3","2026-02-21","33.5368","1.0485","1.2493","N/A","61379","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 3","2026-02-21","7.1672","1.2839","1.5298","N/A","3689","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 3","2026-02-21","19.1535","2.5245","3.0079","N/A","3689","0","NIS-ACM"
"COVID","N/A","National","National","Overall","65+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 3","2026-02-21","40.1424","3.2289","3.8472","N/A","3689","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","October Week 2","2025-10-11","9.7191","1.3506","1.6092","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","October Week 2","2025-10-11","9.7191","1.3506","1.6092","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","October Week 2","2025-10-11","25.4529","3.1329","3.7328","N/A","1902","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 2","2025-10-11","26.0699","3.2553","3.8787","N/A","1902","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 2","2025-10-11","38.758","3.2794","3.9073","N/A","1902","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","October Week 3","2025-10-18","10.668","1.87","2.2281","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","October Week 3","2025-10-18","10.668","1.87","2.2281","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","October Week 3","2025-10-18","22.6777","3.3696","4.0149","N/A","1340","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 3","2025-10-18","24.9208","3.772","4.4943","N/A","1340","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 3","2025-10-18","41.7335","3.6628","4.3642","N/A","1340","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","October Week 4","2025-10-25","12.6448","0.8174","0.9739","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","October Week 4","2025-10-25","12.6448","0.8174","0.9739","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","October Week 4","2025-10-25","19.4997","3.575","4.2596","N/A","1268","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 4","2025-10-25","22.3236","3.0616","3.6479","N/A","1268","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 4","2025-10-25","45.5318","4.0051","4.772","N/A","1268","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","November Week 1","2025-11-01","14.6217","0.8174","0.9739","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 1","2025-11-01","14.6217","0.8174","0.9739","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 1","2025-11-01","18.1942","4.1176","4.906","N/A","1245","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 1","2025-11-01","28.2479","4.3179","5.1447","N/A","1245","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 1","2025-11-01","38.9362","3.8133","4.5435","N/A","1245","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","November Week 2","2025-11-08","16.7412","1.5681","1.8683","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 2","2025-11-08","16.7412","1.5681","1.8683","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025-11-08","19.8697","3.7569","4.4763","N/A","1287","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 2","2025-11-08","23.8522","3.9124","4.6615","N/A","1287","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 2","2025-11-08","39.537","3.9062","4.6542","N/A","1287","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","November Week 3","2025-11-15","17.0887","1.9668","2.3434","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 3","2025-11-15","17.0887","1.9668","2.3434","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 3","2025-11-15","14.5222","3.3909","4.0403","N/A","1183","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 3","2025-11-15","26.7741","4.6941","5.593","N/A","1183","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 3","2025-11-15","41.6149","4.4539","5.3068","N/A","1183","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","November Week 4","2025-11-22","17.0887","1.9668","2.3434","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 4","2025-11-22","17.0887","1.9668","2.3434","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 4","2025-11-22","15.267","4.6193","5.5039","N/A","1074","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 4","2025-11-22","26.505","3.7652","4.4862","N/A","1074","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 4","2025-11-22","41.1393","4.2488","5.0624","N/A","1074","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","November Week 5","2025-11-29","18.3871","1.2386","1.4757","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 5","2025-11-29","18.3871","1.2386","1.4757","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 5","2025-11-29","10.2534","3.2325","3.8515","N/A","760","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 5","2025-11-29","29.1132","4.7472","5.6563","N/A","760","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 5","2025-11-29","42.2462","5.7033","6.7954","N/A","760","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","December Week 1","2025-12-06","19.6655","1.0162","1.2108","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","December Week 1","2025-12-06","19.6655","1.0162","1.2108","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","December Week 1","2025-12-06","13.2785","3.1317","3.7314","N/A","1001","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 1","2025-12-06","25.982","5.1528","6.1395","N/A","1001","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 1","2025-12-06","41.0739","5.0838","6.0573","N/A","1001","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","December Week 2","2025-12-13","19.6655","1.0162","1.2108","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","December Week 2","2025-12-13","19.6655","1.0162","1.2108","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","December Week 2","2025-12-13","12.6179","3.2681","3.8939","N/A","980","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 2","2025-12-13","23.9493","3.7277","4.4415","N/A","980","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 2","2025-12-13","43.7673","4.4821","5.3404","N/A","980","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","December Week 3","2025-12-20","20.3972","1.1603","1.3825","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","December Week 3","2025-12-20","20.3972","1.1603","1.3825","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","December Week 3","2025-12-20","10.1333","2.4302","2.8955","N/A","956","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 3","2025-12-20","25.2786","4.7655","5.678","N/A","956","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 3","2025-12-20","44.1909","4.5345","5.4028","N/A","956","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","December Week 4","2025-12-27","21.0304","1.1115","1.3244","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","December Week 4","2025-12-27","21.0304","1.1115","1.3244","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2025-12-27","13.9063","3.9475","4.7034","N/A","562","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2025-12-27","24.7607","5.1749","6.1659","N/A","562","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 4","2025-12-27","40.3026","6.4704","7.7094","N/A","562","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","January Week 1","2026-01-03","21.6636","1.1115","1.3244","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","January Week 1","2026-01-03","21.6636","1.1115","1.3244","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","January Week 1","2026-01-03","11.226","3.1915","3.8027","N/A","609","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 1","2026-01-03","24.7033","5.338","6.3601","N/A","609","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 1","2026-01-03","42.4072","5.5934","6.6645","N/A","609","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","January Week 2","2026-01-10","21.9145","1.1218","1.3366","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","January Week 2","2026-01-10","21.9145","1.1218","1.3366","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","January Week 2","2026-01-10","12.3553","2.4477","2.9164","N/A","1247","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 2","2026-01-10","23.8368","4.0659","4.8445","N/A","1247","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 2","2026-01-10","41.8934","4.6138","5.4973","N/A","1247","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","January Week 3","2026-01-17","22.0567","1.1567","1.3782","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","January Week 3","2026-01-17","22.0567","1.1567","1.3782","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","January Week 3","2026-01-17","12.0016","2.5454","3.0329","N/A","1245","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 3","2026-01-17","27.2271","4.9368","5.8821","N/A","1245","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 3","2026-01-17","38.7146","5.0619","6.0312","N/A","1245","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","January Week 4","2026-01-24","22.7897","1.8185","2.1667","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","January Week 4","2026-01-24","22.7897","1.8185","2.1667","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","January Week 4","2026-01-24","13.4579","3.4218","4.077","N/A","1089","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 4","2026-01-24","22.0438","4.2891","5.1104","N/A","1089","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 4","2026-01-24","41.7086","4.7075","5.6089","N/A","1089","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","January Week 5","2026-01-31","22.9165","1.1933","1.4218","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","January Week 5","2026-01-31","22.9165","1.1933","1.4218","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","January Week 5","2026-01-31","13.187","3.1344","3.7346","N/A","1294","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 5","2026-01-31","26.5893","3.9321","4.6851","N/A","1294","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 5","2026-01-31","37.3072","4.3278","5.1565","N/A","1294","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","February Week 1","2026-02-07","22.9509","1.188","1.4155","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","February Week 1","2026-02-07","22.9509","1.188","1.4155","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","February Week 1","2026-02-07","12.6313","3.7669","4.4883","N/A","1220","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 1","2026-02-07","24.9941","4.0477","4.8227","N/A","1220","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 1","2026-02-07","39.4237","5.0204","5.9818","N/A","1220","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","February Week 2","2026-02-14","22.9509","1.188","1.4155","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","February Week 2","2026-02-14","22.9509","1.188","1.4155","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2026-02-14","9.8128","2.4293","2.8945","N/A","1123","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2026-02-14","26.9363","4.5991","5.4798","N/A","1123","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 2","2026-02-14","40.3","4.4703","5.3263","N/A","1123","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","Up-to-date","Yes","February Week 3","2026-02-21","23.1668","1.219","1.4524","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Received vaccine","February Week 3","2026-02-21","23.1668","1.219","1.4524","N/A","22723","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","February Week 3","2026-02-21","10.5786","2.9339","3.4957","N/A","1338","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 3","2026-02-21","26.3422","4.0325","4.8047","N/A","1338","0","NIS-ACM"
"COVID","N/A","National","National","Overall","18-64 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 3","2026-02-21","39.9124","4.0162","4.7853","N/A","1338","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50+ years","Up-to-date","Yes","October Week 2","2025-10-11","20.8629","0.604","0.7196","N/A","109881","0","NIS-ACM"
